MI_dir_5_weight,MI_dir_5_mean,MI_dir_5_std,MI_dir_3_weight,MI_dir_3_mean,MI_dir_3_std,MI_dir_1_weight,MI_dir_1_mean,MI_dir_1_std,MI_dir_0.1_weight,MI_dir_0.1_mean,MI_dir_0.1_std,MI_dir_0.01_weight,MI_dir_0.01_mean,MI_dir_0.01_std,HH_5_weight_0,HH_5_mean_0,HH_5_std_0,HH_5_radius_0_1,HH_5_magnitude_0_1,HH_5_covariance_0_1,HH_5_pcc_0_1,HH_3_weight_0,HH_3_mean_0,HH_3_std_0,HH_3_radius_0_1,HH_3_magnitude_0_1,HH_3_covariance_0_1,HH_3_pcc_0_1,HH_1_weight_0,HH_1_mean_0,HH_1_std_0,HH_1_radius_0_1,HH_1_magnitude_0_1,HH_1_covariance_0_1,HH_1_pcc_0_1,HH_0.1_weight_0,HH_0.1_mean_0,HH_0.1_std_0,HH_0.1_radius_0_1,HH_0.1_magnitude_0_1,HH_0.1_covariance_0_1,HH_0.1_pcc_0_1,HH_0.01_weight_0,HH_0.01_mean_0,HH_0.01_std_0,HH_0.01_radius_0_1,HH_0.01_magnitude_0_1,HH_0.01_covariance_0_1,HH_0.01_pcc_0_1,HH_jit_5_weight,HH_jit_5_mean,HH_jit_5_std,HH_jit_3_weight,HH_jit_3_mean,HH_jit_3_std,HH_jit_1_weight,HH_jit_1_mean,HH_jit_1_std,HH_jit_0.1_weight,HH_jit_0.1_mean,HH_jit_0.1_std,HH_jit_0.01_weight,HH_jit_0.01_mean,HH_jit_0.01_std,HpHp_5_weight_0,HpHp_5_mean_0,HpHp_5_std_0,HpHp_5_radius_0_1,HpHp_5_magnitude_0_1,HpHp_5_covariance_0_1,HpHp_5_pcc_0_1,HpHp_3_weight_0,HpHp_3_mean_0,HpHp_3_std_0,HpHp_3_radius_0_1,HpHp_3_magnitude_0_1,HpHp_3_covariance_0_1,HpHp_3_pcc_0_1,HpHp_1_weight_0,HpHp_1_mean_0,HpHp_1_std_0,HpHp_1_radius_0_1,HpHp_1_magnitude_0_1,HpHp_1_covariance_0_1,HpHp_1_pcc_0_1,HpHp_0.1_weight_0,HpHp_0.1_mean_0,HpHp_0.1_std_0,HpHp_0.1_radius_0_1,HpHp_0.1_magnitude_0_1,HpHp_0.1_covariance_0_1,HpHp_0.1_pcc_0_1,HpHp_0.01_weight_0,HpHp_0.01_mean_0,HpHp_0.01_std_0,HpHp_0.01_radius_0_1,HpHp_0.01_magnitude_0_1,HpHp_0.01_covariance_0_1,HpHp_0.01_pcc_0_1
1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0
1.9999826479381295,60.0,0.0,1.9999895887267463,59.99999999999999,9.094947017729282e-13,1.9999965295635382,60.0,4.547473508864641e-13,1.999999652955812,59.99999999999999,4.547473508864641e-13,1.9999999652955758,60.0,4.547473508864641e-13,1.9999826479381295,60.0,0.0,0.0,60.0,0.0,0.0,1.9999895887267463,59.99999999999999,9.094947017729282e-13,9.094947017729282e-13,59.99999999999999,0.0,0.0,1.9999965295635382,60.0,4.547473508864641e-13,4.547473508864641e-13,60.0,0.0,0.0,1.999999652955812,59.99999999999999,4.547473508864641e-13,4.547473508864641e-13,59.99999999999999,0.0,0.0,1.9999999652955758,60.0,4.547473508864641e-13,4.547473508864641e-13,60.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0
1.0,86.0,0.0,1.0,86.0,0.0,1.0,86.0,0.0,1.0,86.0,0.0,1.0,86.0,0.0,1.0,86.0,0.0,0.0,104.86181383134664,0.0,0.0,1.0,86.0,0.0,9.094947017729282e-13,104.86181383134664,0.0,0.0,1.0,86.0,0.0,4.547473508864641e-13,104.86181383134664,0.0,0.0,1.0,86.0,0.0,4.547473508864641e-13,104.86181383134664,0.0,0.0,1.0,86.0,0.0,4.547473508864641e-13,104.86181383134664,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,86.0,0.0,0.0,86.0,0.0,0.0,1.0,86.0,0.0,0.0,86.0,0.0,0.0,1.0,86.0,0.0,0.0,86.0,0.0,0.0,1.0,86.0,0.0,0.0,86.0,0.0,0.0,1.0,86.0,0.0,0.0,86.0,0.0,0.0
1.999272298277642,86.0,9.094947017729282e-13,1.9995633153990204,86.0,0.0,1.9998544172730384,86.0,9.094947017729282e-13,1.999985440773471,86.0,9.094947017729282e-13,1.9999985440678083,85.99999999999999,2.7284841053187847e-12,1.999272298277642,86.0,9.094947017729282e-13,9.094947017729282e-13,104.86181383134664,0.0,0.0,1.9995633153990204,86.0,0.0,9.094947017729282e-13,104.86181383134664,0.0,0.0,1.9998544172730384,86.0,9.094947017729282e-13,1.016845989170083e-12,104.86181383134664,0.0,0.0,1.999985440773471,86.0,9.094947017729282e-13,1.016845989170083e-12,104.86181383134664,0.0,0.0,1.9999985440678083,85.99999999999999,2.7284841053187847e-12,2.7661201467245607e-12,104.86181383134661,0.0,0.0,1.999272298277642,0.00010506161085182357,1.1029909745320906e-08,1.9995633153990204,0.00010504632014943769,1.1029910680543274e-08,1.9998544172730384,0.00010503102944607945,1.10299111481545e-08,1.999985440773471,0.00010502414862942374,1.1029911206021388e-08,1.9999985440678083,0.00010502346054775683,1.1029911206600058e-08,1.0,86.0,0.0,0.0,86.0,0.0,0.0,1.0,86.0,0.0,0.0,86.0,0.0,0.0,1.0,86.0,0.0,0.0,86.0,0.0,0.0,1.0,86.0,0.0,0.0,86.0,0.0,0.0,1.0,86.0,0.0,0.0,86.0,0.0,0.0
1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0,1.0,60.0,0.0,0.0,60.0,0.0,0.0
1.0,74.0,0.0,1.0,74.0,0.0,1.0,74.0,0.0,1.0,74.0,0.0,1.0,74.0,0.0,1.0,74.0,0.0,0.0,74.0,0.0,0.0,1.0,74.0,0.0,0.0,74.0,0.0,0.0,1.0,74.0,0.0,0.0,74.0,0.0,0.0,1.0,74.0,0.0,0.0,74.0,0.0,0.0,1.0,74.0,0.0,0.0,74.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,74.0,0.0,0.0,74.0,0.0,0.0,1.0,74.0,0.0,0.0,74.0,0.0,0.0,1.0,74.0,0.0,0.0,74.0,0.0,0.0,1.0,74.0,0.0,0.0,74.0,0.0,0.0,1.0,74.0,0.0,0.0,74.0,0.0,0.0
1.0,74.0,0.0,1.0,74.0,0.0,1.0,74.0,0.0,1.0,74.0,0.0,1.0,74.0,0.0,1.0,74.0,0.0,0.0,104.65180361560904,0.0,0.0,1.0,74.0,0.0,0.0,104.65180361560904,0.0,0.0,1.0,74.0,0.0,0.0,104.65180361560904,0.0,0.0,1.0,74.0,0.0,0.0,104.65180361560904,0.0,0.0,1.0,74.0,0.0,0.0,104.65180361560904,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,74.0,0.0,0.0,104.65180361560904,0.0,0.0,1.0,74.0,0.0,0.0,104.65180361560904,0.0,0.0,1.0,74.0,0.0,0.0,104.65180361560904,0.0,0.0,1.0,74.0,0.0,0.0,104.65180361560904,0.0,0.0,1.0,74.0,0.0,0.0,104.65180361560904,0.0,0.0
1.0,117.0,0.0,1.0,117.0,0.0,1.0,117.0,0.0,1.0,117.0,0.0,1.0,117.0,0.0,1.0,117.0,0.0,9.094947017729282e-13,145.2067491544384,0.0,0.0,1.0,117.0,0.0,0.0,145.2067491544384,0.0,0.0,1.0,117.0,0.0,9.094947017729282e-13,145.2067491544384,0.0,0.0,1.0,117.0,0.0,9.094947017729282e-13,145.2067491544384,0.0,0.0,1.0,117.0,0.0,2.7284841053187847e-12,145.2067491544384,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,117.0,0.0,0.0,117.0,0.0,0.0,1.0,117.0,0.0,0.0,117.0,0.0,0.0,1.0,117.0,0.0,0.0,117.0,0.0,0.0,1.0,117.0,0.0,0.0,117.0,0.0,0.0,1.0,117.0,0.0,0.0,117.0,0.0,0.0
1.4072850706116464,108.0282305606543,197.63220574693878,1.7697524607316755,103.51657403385305,236.18342916598885,2.4548013323260625,98.62831317213998,232.00341476269568,2.937346778899481,96.55374197649711,215.78453156493197,2.993644562674416,96.3552707580975,213.78176102751422,1.4072850706116464,108.0282305606543,197.63220574693878,197.63220574693878,159.2454036952586,0.0,0.0,1.7697524607316752,103.51657403385305,236.18342916599067,236.18342916599067,156.21997663457185,0.0,0.0,2.4548013323260625,98.62831317213998,232.00341476269568,232.00341476269568,153.0246521289355,0.0,0.0,2.937346778899481,96.55374197649711,215.78453156493197,215.78453156493197,151.69583082492406,0.0,0.0,2.993644562674416,96.3552707580975,213.78176102751422,213.78176102751422,151.56958205018012,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,117.0,0.0,0.0,165.46298679765212,0.0,0.0,1.0,117.0,0.0,0.0,165.46298679765212,0.0,0.0,1.0,117.0,0.0,0.0,165.46298679765212,0.0,0.0,1.0,117.0,0.0,0.0,165.46298679765212,0.0,0.0,1.0,117.0,0.0,0.0,165.46298679765212,0.0,0.0
1.3512090349285948,60.0,0.0,1.7042898119809642,60.0,4.547473508864641e-13,2.412333083535291,60.00000000000001,9.094947017729282e-13,2.9316156230319077,60.0,4.547473508864641e-13,2.9930540062181143,60.0,4.547473508864641e-13,1.3512090349285948,60.0,0.0,0.0,60.0,0.0,0.0,1.7042898119809642,59.99999999999999,4.547473508864641e-13,4.547473508864641e-13,59.99999999999999,0.0,0.0,2.412333083535291,59.99999999999999,9.094947017729282e-13,9.094947017729282e-13,59.99999999999999,0.0,0.0,2.9316156230319077,59.999999999999986,9.094947017729282e-13,9.094947017729282e-13,59.999999999999986,0.0,0.0,2.9930540062181143,60.00000000000001,4.547473508864641e-13,4.547473508864641e-13,60.00000000000001,0.0,0.0,1.175602993900853,0.42694866650454233,0.032009820512256704,1.3521430728425188,0.37120489737048307,0.04852287713984313,1.7061653164124617,0.29418141709743806,0.06111345748252052,1.9658076439269307,0.2553261668990505,0.06296240218063862,1.9965269858171089,0.25139761904059493,0.06298126571350028,1.175602993900853,60.0,0.0,0.0,60.0,0.0,0.0,1.3521430728425188,60.0,0.0,0.0,60.0,0.0,0.0,1.7061653164124617,60.0,4.547473508864641e-13,4.547473508864641e-13,60.0,0.0,0.0,1.9658076439269307,60.0,0.0,0.0,60.0,0.0,0.0,1.9965269858171089,60.0,0.0,0.0,60.0,0.0,0.0
